seed,actions,boundaries,C_B,C_D_structured,C_D_unstructured,R_pi_active,R_pi_uniform
14,16,15,15,53.47548393874597,525.8613735578117,0.0007803262536354452,0.06928353267585913
15,2,1,1,8.769550676637804,48.74710409203671,6.629061941003008e-05,0.04139696336709229
15,3,2,2,11.879841688135206,73.75597214923421,0.0001111772132129794,0.03839244853726041
15,4,3,3,14.733846492803304,96.89122589611291,0.00018195001660638134,0.04282460311966589
15,6,5,5,21.212965453014824,156.8397420357112,0.00025708983283909175,0.03341320417312289
15,8,7,7,27.498333699590074,218.34138193047335,0.0003144006897858856,0.04376323898504117
15,12,11,11,39.571186850019295,366.13106308079534,0.0005463115199340479,0.05470788645561404
15,16,15,15,52.525207446303696,526.7073408038576,0.0008069416958698391,0.06234420763512437
16,2,1,1,8.17785731275187,55.42215602535552,5.645561640072488e-05,0.03404957215784112
16,3,2,2,11.417545601504738,75.14374038129961,0.0001233039802268452,0.040352405758915084
16,4,3,3,14.71180491751627,96.80002447877145,0.00016532189136145102,0.04699536728249971
16,6,5,5,20.69737412608787,151.68012567622873,0.0002453809959532632,0.04548717345856818
16,8,7,7,26.626609480845065,223.02639038651733,0.0003789615911150196,0.04942290407818016
16,12,11,11,40.028246202188065,362.573462158018,0.0005571429979603023,0.0630577030409211
16,16,15,15,52.6488008804019,526.6844144055684,0.0007040434353070943,0.05549659107739526
17,2,1,1,7.2585630554429414,49.78487471267374,7.321875169822845e-05,0.027911943045833363
17,3,2,2,11.861508716704831,73.6165285682503,0.00011760358238950589,0.037827590171095916
17,4,3,3,14.79256051784221,95.92542172234684,0.00015399823784310575,0.044385135810318777
17,6,5,5,20.261539313989637,157.15793179320315,0.00028210024674089115,0.042980253799349596
17,8,7,7,27.467180858015187,214.43747476042492,0.0004327258651342117,0.0477506088857782
17,12,11,11,39.47303214095512,364.90787032255946,0.0004949911144636265,0.06545427442578244
17,16,15,15,53.119853013757925,527.3149275242941,0.0006545402340884164,0.07552121249432824
18,2,1,1,8.016114708993074,49.571986374897705,7.085643851518604e-05,0.03454163985308128
18,3,2,2,10.793011039487169,76.2158312637805,0.0001286098066921384,0.04388057638096755
18,4,3,3,15.470627747816525,95.6216551521878,0.00014074040941877992,0.03869678556837453
18,6,5,5,20.88924010159372,155.63526683753378,0.0002527164867635985,0.046860801318221186
18,8,7,7,27.41195891631176,215.89006473770976,0.00033071251593121755,0.04281790040318272
18,12,11,11,39.46166725358648,363.77197531289704,0.0004679306687660383,0.060459565504603484
18,16,15,15,53.18130073941129,526.9847706880961,0.0007005491156446104,0.07345738778579185
19,2,1,1,8.50831676637805,49.6809380760801,7.623804255586311e-05,0.03077394334366812
19,3,2,2,12.035193941279037,75.2624020321621,0.00012791752098166765,0.03510798736063483
19,4,3,3,13.801456141172206,96.89277031346225,0.0001502732170710011,0.04018730945682634
19,6,5,5,20.35036556407225,156.6318092338244,0.00020315437517910278,0.03356313372864251
19,8,7,7,26.826730771456784,218.7417191759038,0.00037937069624002014,0.04671084601991157
19,12,11,11,40.12046511118914,362.9622641025346,0.0005275005779716826,0.06853265209370574
19,16,15,15,53.3186923388235,526.6868082855038,0.0007021479227825992,0.0792708351490601
20,2,1,1,8.18860741592453,49.16818451158034,7.20986426664937e-05,0.044365885649876195
20,3,2,2,10.903285295295523,72.69473039817075,0.00011566175746446339,0.03691387452999716
20,4,3,3,14.693376766201164,95.44067905917649,0.00014447717202297668,0.041516552879958035
20,6,5,5,20.48652060748681,154.9548321519113,0.0002498421258971897,0.04228426576109651
20,8,7,7,27.88566715014521,216.1899499986128,0.0003395345909611243,0.05085735054279934
20,12,11,11,39.97905924425166,365.240755526832,0.0005488862225155093,0.06390649201914661
20,16,15,15,53.2965634094882,527.28126070466,0.0007473393028635237,0.06763772835144513
21,2,1,1,8.750720936720093,51.35559102725425,6.9337692564819e-05,0.03665708381984154
21,3,2,2,11.42986698527817,73.06674023810606,0.00013714217751902052,0.02787345002993243
21,4,3,3,14.459471971823586,96.67099959913425,0.0001736468133386337,0.03444711733482808
21,6,5,5,20.73426018265743,150.71738847346057,0.00024875375837823656,0.04619715767057317
21,8,7,7,27.774468028315948,222.0638866735477,0.0003149210550600954,0.05013815110885139
21,12,11,11,40.09091834070693,362.8031472066098,0.0005195231815673315,0.0631965829583904
21,16,15,15,52.62855374748722,528.6012927170127,0.0007129695970543229,0.06742620339716099
22,2,1,1,8.345391952314394,51.525618766838214,5.861647289228779e-05,0.03253405219779769
22,3,2,2,11.58194171796953,72.70898294313727,0.00013135912967487693,0.029018431946060675
22,4,3,3,15.076763347060048,102.41326213971533,0.00015973103295830466,0.03933663306176467
22,6,5,5,21.225424499601374,155.8571395093735,0.00024198899581484977,0.038143758461602714
22,8,7,7,27.277125342782384,218.28291170716912,0.00035458946533562815,0.04504531213936895
22,12,11,11,40.21536362708118,365.4303558168779,0.0005496558784270647,0.055853477638086756
22,16,15,15,53.530593640955516,526.8731388347576,0.0006109563767502599,0.07630623788201159
23,2,1,1,8.082611608071044,48.290690793175024,5.3943956955743355e-05,0.03903738358908244
23,3,2,2,11.53702276173364,71.74640782224581,0.00012991997387264484,0.03498120139144759
23,4,3,3,14.458290815742162,101.70342036498658,0.00015722437451686977,0.042748576468333355
23,6,5,5,20.73777218041547,153.5566230153777,0.0002543236992220621,0.03656502501841634
23,8,7,7,27.19996872289564,216.52399030749694,0.00038019257603041765,0.04909885209144641
23,12,11,11,40.26321011796801,366.4394344088826,0.0005443827528478682,0.06622783681454393
23,16,15,15,53.48149684901525,526.1528833477,0.0006358100138933379,0.06973394951727153
24,2,1,1,8.523984883572304,50.55765681289452,7.032075159017496e-05,0.03788835744845402
24,3,2,2,10.66359002092215,72.60240300025659,0.00011226390863264103,0.03927267636522964
24,4,3,3,14.937236254969806,99.46802518062212,0.00017714071379368516,0.037610737499303964
24,6,5,5,21.359290722871503,155.85672469162134,0.0002680615130938775,0.04342522492579874
24,8,7,7,26.927717364113416,215.47786559351334,0.0003562921383385899,0.04217576173843185
24,12,11,11,40.90385561927643,361.6065638567519,0.000535000615221454,0.052376330332157245
24,16,15,15,52.71582677176339,523.7164277277992,0.0007019351646027582,0.0678103607101335
25,2,1,1,8.756995264115986,49.109433811433036,6.644083221417533e-05,0.030026384278153632
25,3,2,2,10.692655011945154,75.01560241408185,0.000124333435109659,0.03313535995681382
25,4,3,3,14.915634216941971,99.64680253933088,0.000150982120792951,0.044351094180287064
25,6,5,5,21.178626561018312,157.22291071599957,0.00028909095347721037,0.04126906975188266
25,8,7,7,27.499672908413988,218.2617891012877,0.00036880220728446677,0.042060697029612015
25,12,11,11,40.311042438394026,365.3068909202893,0.000601995005960999,0.05771137471278602
25,16,15,15,52.372304396806626,527.882175650737,0.0006473201630333635,0.07330489510891847
26,2,1,1,7.997477443208872,53.70669578759741,6.393570908339956e-05,0.033848532932346555
26,3,2,2,11.520496357825166,70.06720221377545,0.00011130865734172521,0.03750001135897656
26,4,3,3,15.307100186390429,96.35663186824554,0.00015748608549601332,0.03532201833201615
26,6,5,5,21.055189686270293,155.5730905911892,0.00020621591873980913,0.03424287216934275
26,8,7,7,27.080707426142784,215.7721287630996,0.0003726649659491844,0.05465663438646895
26,12,11,11,39.56360865242924,365.109325806141,0.00047541808698319774,0.0643042302920868
26,16,15,15,53.354507613026925,529.1585386790864,0.0006942435298027885,0.0634391465876235
27,2,1,1,7.899336141303459,47.39440909609141,7.700586443696355e-05,0.02917214804696881
27,3,2,2,11.432270598284102,76.09135009199699,0.00010999329154565944,0.03923329212765159
27,4,3,3,14.348153864981157,99.2299774808825,0.00015775392696434882,0.04346649606190249
27,6,5,5,21.006355292708978,159.1994050636715,0.0002696408449239676,0.042682520982639485
27,8,7,7,27.61320839020157,220.99422721002986,0.0004047083225491259,0.04804736531653743
27,12,11,11,40.00407912018829,362.16427455269024,0.0005309301490567279,0.049466550607536096
27,16,15,15,52.858117767619134,528.204739723388,0.0006941395092586342,0.05718883122067178
28,2,1,1,8.06322337929469,53.11272795335347,7.754537037963698e-05,0.030210148940590677
28,3,2,2,11.292307552391975,76.26703633754484,0.00012291874892226987,0.03432050169113219
28,4,3,3,14.569609965714518,100.82650559347103,0.0001762715936401785,0.039896934738605005
28,6,5,5,20.691184147944103,153.91088747657074,0.00025767958172887104,0.04298401685557495
28,8,7,7,27.169990869765346,215.1652619907675,0.00030432755293649543,0.04298037351163729
28,12,11,11,40.37654546375176,363.0626478874928,0.0005582016855392551,0.0695075321182204
28,16,15,15,52.38628760047489,523.2894845033379,0.0008705046426709586,0.07053232838033745
29,2,1,1,8.561919570948318,48.78685349409021,5.5931363290978955e-05,0.03668007691534502
29,3,2,2,11.6194870757496,73.2001943662997,0.00010192136598465021,0.037680088320548186
29,4,3,3,14.934700610328765,99.37351813366328,0.00013441413095488226,0.03497479212502045
29,6,5,5,20.998084301818402,153.81793720769238,0.0002557266012787331,0.039843149772388835
29,8,7,7,26.92477582044917,220.80517449586185,0.0003537550095564489,0.05139484071851104
29,12,11,11,40.02046949971258,363.48070022121686,0.0005761391548568221,0.062496996912552234
29,16,15,15,53.27386607601323,527.0209505956391,0.00062600257916042,0.0625437396160007
